Review,sentiment
nice ,Positive
good ,Positive
good  ,Positive
nice  ,Positive
v good,Positive
good,Positive
excellent,Positive
good bad,Neutral
nice,Positive
send  extra packing used pressed transportation,Neutral
satisfactory,Positive
soo nice correct price ,Positive
nice ,Neutral
good,Neutral
good,Positive
good  reasonable price,Positive
le price frm mrkt nice prdct delay delivery thts nt gd,Positive
pure  received,Positive
superb,Positive
good,Positive
 good,Negative
best yonex mavis value price super fast delivery day,Positive
excellent  thanks  fast delivery ,Positive
good,Positive
bad really good ,Positive
fully satisfied order,Positive
awesome  best price,Positive
nice  good  ,Positive
delivery boy nice behaviour,Positive
nice ,Positive
good  like normal sport store nice condition ,Positive
good   last upto one week per  even rough use,Positive
nice,Positive
nice bt come delay,Positive
good,Positive
nice,Positive
good ,Positive
good purchase,Positive
good,Positive
good  durability well ,Positive
nice,Positive
good serviece,Positive
excellent ,Positive
 good ,Positive
amazing hello  wany tell somthing badminton tournament coming please please give free delivery yonex voltric ld please please ok ,Positive
nice ,Positive
happy service keep up,Positive
good,Positive
good superb,Positive
like,Positive
satisfying  one easily rely ,Positive
original good ,Positive
cool  le price thanks ,Positive
good ,Positive
superb shipping fast delivery good item shown thanx flipcart,Positive
good one,Positive
nice recommend use made japanvery good  ,Positive
good  costly ,Positive
good,Positive
perfect flipkstr,Positive
nice  ,Positive
wow,Positive
usually  market last day easily time bought online even last one day also  much slower bought market feel fake  exact copied packaging,Negative
good  ,Positive
good,Positive
awasome,Positive
really good  thnks ,Positive
nice  ,Positive
best deal ,Positive
good,Positive
nice  stars,Positive
good,Positive
good,Positive
smart,Positive
within hr delivered good ,Positive
reasonable price comparatively,Positive
ok,Neutral
fast delivery nice  beginners,Positive
cheap  described expected ,Positive
well time,Positive
good,Positive
superb,Positive
good  low prices,Positive
got genuine ,Positive
good ,Positive
good ,Positive
perfect pack completely packed sealed box nice ,Positive
yo,Positive
good ,Positive
average,Neutral
poor  time totally wrong  really unhappy seller ,Negative
normal play only,Negative
good ,Positive
 good ok,Positive
top,Positive
excellent  ,Positive
genuine  checked official sunrise website  brand new top notch box little squeezed  intact ,Positive
good,Positive
super,Positive
good,Positive
good,Positive
great,Positive
good  ,Neutral
best  le amount offer,Positive
good,Positive
medium speed bought  want speed go mavis i,Positive
nice ,Positive
good s,Positive
nice original  ,Positive
 nice delivery also good,Positive
good  worst delivery service,Negative
good one,Positive
awesome,Positive
ok,Negative
dear reason gave  single star due following reason  authenticity question box ordered lasted le max set started disintegrating  came comparison box  purchased sport shop gguy lasted game disintegrating colour  comparison box  darker green yellowish tin ,Positive
costly  okay,Neutral
good,Positive
avarage,Neutral
worst  dont  flifkart,Negative
best option purchase least price,Positive
good,Positive
much good kamchalao ,Neutral
good,Positive
good,Positive
worst  dont ,Negative
nice bt deadly slow,Positive
good,Positive
except packing  everything good,Positive
full bawkbass waste money cant use playing hour ,Positive
much time taken delivery otherwise  excellent,Neutral
good   thanks ekart courier boy  giving time ,Positive
good,Positive
good ,Positive
glamorous  thanxx ,Positive
awesome  ,Positive
good,Positive
good,Positive
happy  look duplicte ,Negative
happy s,Positive
delivered promptly good ,Positive
orginal ,Positive
awesome  right time delivery,Positive
 expected,Positive
old item,Negative
original yonex  excellent flight ,Positive
super ,Neutral
got  time best  ,Positive
excellent,Positive
thanks,Positive
good,Positive
good genuine ,Positive
amazing rupee,Positive
nice ,Positive
excellent,Positive
good    doesnt give howsomuch beat sturdy enough ,Positive
 good ,Negative
good,Positive
must say delivery time perfect every aspect u delivered two  different state u really deserve stars,Positive
nice ,Positive
sure original  green sticker hold  skin getting cut never seen far ,Negative
good,Positive
good,Positive
original poor ,Negative
good,Positive
good  appreciated thnks,Positive
excellent,Positive
poor  use intermediate n advance player ,Positive
good ,Positive
great  le price thank  ,Positive
price high ,Negative
fine,Neutral
packing good,Negative
please rate mach  good,Positive
balanced,Negative
best,Positive
good  ,Positive
good,Positive
best price,Positive
good  good delivery service keep ,Positive
best  ,Positive
authentic go got thanks ,Positive
good s,Positive
good ,Positive
good prodict bt price retailshops also,Positive
gpod ,Positive
nice,Positive
good  original yonex worried come white hopefully sent nylon yellow thanks purchase r ,Positive
nice,Positive
genuine  delivery fast thnx f cart ,Positive
 good expensive ,Positive
good experience,Positive
 original delivered fastly promised date paking good condition happy ,Positive
perfect professional players,Positive
  good ,Negative
good,Positive
delivered mavis green cap  page said medium speed  would recommend beginner intermediate ,Positive
good ,Positive
nice ,Positive
worthy excellent piece cockspurthank ,Positive
stable ,Positive
super,Positive
durability good,Positive
awesome always yonex rock ,Positive
nice one get,Positive
nice,Positive
best  good air time light weight also lasting well loved ,Positive
nice ,Positive
nice  speed also fine also go fr getting ,Positive
good every packet always defective piece perhaps company policy,Positive
nice  came time,Positive
one best  ,Positive
good one,Positive
good,Positive
dont    gave update regarding  information,Negative
good ,Positive
nice  gud packing,Positive
best  time delivery original  ,Positive
fine,Negative
nice box nice price,Positive
nice ,Positive
 nice thump up,Positive
best one class lucky get it,Positive
nice flight ,Positive
good,Positive
good ,Positive
long time period delivery otherwise perfect item,Neutral
best ,Positive
awesome seems  last ever,Positive
great,Positive
good,Positive
come good prize super  ,Positive
 good  genuine,Positive
awesome,Neutral
good  fast service ,Positive
good better ,Neutral
good indoor game,Positive
recived  mavis shuttels early prduct damaged,Neutral
excellent,Positive
good  star tip  last long otherwise great,Positive
good expectations,Positive
amazing,Positive
reasonable price,Positive
good ,Positive
good play worthy ,Positive
bad ,Positive
good ,Positive
good one,Neutral
good  nice weight  without worry ,Positive
good  better mavis ,Positive
yonex mavisgood  badminton,Positive
good,Positive
packing mark ,Positive
nice  flight really nice delivery time also good came day day,Positive
awesome  delivery service also good,Positive
gud  got low price r ,Positive
nice ,Positive
met expectation ,Positive
good  s,Positive
good,Positive
nice ,Positive
great stuff ,Neutral
nice ,Positive
 broken within day usage,Positive
ok,Positive
nice ,Positive
best ,Positive
good one,Positive
good  ,Positive
well packed received good condition ,Positive
super,Positive
ok ,Negative
nice,Positive
good n better,Positive
original  best price,Positive
good n genuine ,Positive
vry gud ,Positive
awesome  time delivery add value,Positive
received mentioned good condition,Positive
original good  price,Positive
great,Positive
good s,Positive
 pretty good reasonable price ,Positive
nice,Positive
genuine nothing need say ,Positive
nice,Positive
nyc,Positive
nice ,Positive
good ,Positive
best ,Positive
good ,Neutral
 good,Positive
nice ,Neutral
nice ,Positive
good ,Positive
im happy got yonex mavis  today ordered today got today ,Positive
bad delivered time,Neutral
good ,Positive
good,Positive
nice ,Positive
good,Positive
super  durable  yonex quick delivery  else need,Positive
nice ,Positive
nice ,Positive
nice ,Positive
extremely durable good  nonetheless ,Positive
happy  look like genuine outside box low  cheated delivered three box instead four box unhappy thid,Neutral
delivered time nice packaging happy ,Positive
gud  ,Neutral
good  box,Positive
nice,Positive
awesome ,Positive
always good,Positive
good ,Positive
nice ,Positive
priced  coz competition brand term  flight  ,Positive
pack little crushed  delivered otherwise  faring better  delivered promised date happy regard ,Neutral
good  prompt delivery,Positive
great ,Positive
nice  good  ,Positive
nice,Positive
give quick delivery look like original sure  use get think cheap ,Positive
good  expected ,Positive
nice,Positive
 delivered time original yonex happy   got ordered,Positive
super nice pack,Positive
best ,Positive
good,Positive
good one ,Positive
good  ,Positive
  good ,Positive
nice ,Positive
best quatity yonex fast delivery ordered sunday got monday ,Positive
best price  ,Positive
got genuine  ,Positive
good ,Positive
excellent ,Positive
nice go it,Positive
nice ,Positive
good value money,Positive
good ,Positive
thanks seller gave packed box shutte really genioun ,Positive
original good play,Positive
nice  ,Positive
super,Positive
good ones,Positive
good,Positive
nice ,Positive
good  got delayed shipping ,Positive
value money better  local sport store,Positive
bad  ,Negative
 always best nice geniune   thanks ,Positive
topnotch,Positive
good  ,Positive
this veryhelpful services,Positive
